"gene_id","D1","D3","Z3","MP2","Z1","Z2","MS1","MP1","D7","D9","ZH2","D4","D5","D6"
"ENSMUSG00000047197",8,5,1,0,0,0,1,1,0,0,1,3,1,0
"ENSMUSG00000047203",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047205",366,363,181,129,410,189,386,282,286,312,414,272,331,265
"ENSMUSG00000047207",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047213",2579,2245,1139,796,2649,2441,3279,2223,2665,2676,2540,2728,2821,2554
"ENSMUSG00000047215",15780,12109,8957,8967,11290,9517,8741,12975,9036,11087,8841,9443,7448,8228
"ENSMUSG00000047216",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047220",1,0,0,0,0,5,0,0,0,0,2,0,0,0
"ENSMUSG00000047221",333,234,139,80,249,270,304,271,364,283,332,277,240,302
"ENSMUSG00000047222",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047225",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047227",35,42,9,16,31,24,60,31,42,44,29,28,33,29
"ENSMUSG00000047228",3,4,0,2,1,0,4,0,0,2,1,2,0,0
"ENSMUSG00000047230",9458,4000,2237,1870,6406,5710,6855,4774,4207,3511,5208,5666,5781,5612
"ENSMUSG00000047237",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047238",131,77,19,17,76,125,79,119,98,65,103,69,59,75
"ENSMUSG00000047242",115,119,29,62,151,54,172,78,118,144,151,153,119,131
"ENSMUSG00000047246",59,36,28,16,40,1,20,30,40,27,28,19,8,16
"ENSMUSG00000047248",710,616,319,193,758,539,793,420,669,462,658,540,644,615
"ENSMUSG00000047250",41,41,23,27,25,40,56,68,39,34,45,27,30,21
"ENSMUSG00000047253",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047257",0,0,0,0,0,0,0,0,0,3,0,0,0,0
"ENSMUSG00000047259",0,1,0,0,2,0,0,0,1,3,0,2,0,0
"ENSMUSG00000047260",1734,1324,706,516,1406,825,1011,1487,1108,1254,1323,933,1068,1132
"ENSMUSG00000047261",0,0,0,0,2,0,0,3,0,0,2,0,2,0
"ENSMUSG00000047264",424,351,196,100,368,245,381,231,234,208,303,191,270,240
"ENSMUSG00000047281",6166,2689,2394,1333,3526,2359,3463,4929,3423,4564,3844,2815,3067,3352
"ENSMUSG00000047284",1570,1025,614,581,978,881,950,1097,1130,1153,1112,876,1044,1006
"ENSMUSG00000047286",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047293",4,0,0,0,1,0,6,0,2,6,2,4,5,7
"ENSMUSG00000047295",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000047298",2,1,0,0,7,0,3,0,4,3,1,1,4,2
"ENSMUSG00000047307",0,0,0,0,0,0,0,0,2,0,0,4,1,0
"ENSMUSG00000047323",137,40,5,3,134,40,19,11,59,38,46,43,48,46
"ENSMUSG00000047324",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047330",1,6,22,5,19,0,0,0,3,3,1,0,0,0
"ENSMUSG00000047342",9,8,4,0,11,0,4,19,6,2,11,8,7,5
"ENSMUSG00000047343",0,0,0,1,11,0,3,0,0,6,1,0,3,4
"ENSMUSG00000047344",12,5,4,2,10,10,46,19,5,4,10,12,9,17
"ENSMUSG00000047347",2,1,3,0,1,0,2,4,1,5,6,3,3,5
"ENSMUSG00000047352",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047356",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047361",0,0,1,0,0,0,0,0,1,1,0,0,0,0
"ENSMUSG00000047363",0,1,0,0,0,7,0,0,2,0,0,0,0,0
"ENSMUSG00000047368",1701,980,664,691,1228,953,1859,1561,1340,1168,1213,1066,1128,1033
"ENSMUSG00000047369",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047370",482,684,96,78,251,42,321,174,523,370,502,302,399,386
"ENSMUSG00000047371",906,845,351,205,764,429,556,429,658,629,764,418,504,515
"ENSMUSG00000047379",476,361,173,107,355,221,285,247,372,332,436,282,260,277
"ENSMUSG00000047383",0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ENSMUSG00000047384",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047388",843,774,331,262,938,667,1116,557,843,782,919,771,707,738
"ENSMUSG00000047390",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047394",125,75,68,112,52,47,24,43,28,42,65,25,21,23
"ENSMUSG00000047407",1379,1012,493,555,879,877,1141,1019,897,581,914,530,741,702
"ENSMUSG00000047409",1995,1901,1005,795,1762,1211,1433,1244,1413,1591,1591,978,1386,1183
"ENSMUSG00000047412",1001,881,273,182,898,623,1041,470,730,804,827,760,742,731
"ENSMUSG00000047414",20,0,0,1,26,13,74,46,9,4,14,50,20,19
"ENSMUSG00000047415",55,23,6,4,20,0,37,37,15,27,29,17,15,21
"ENSMUSG00000047417",1283,1080,676,462,1016,688,1134,764,1312,1158,1341,868,1157,1057
"ENSMUSG00000047419",0,0,10,3,2,0,0,0,0,7,0,0,2,2
"ENSMUSG00000047420",0,1,0,0,0,0,0,0,0,0,4,2,3,0
"ENSMUSG00000047423",1103,1031,540,557,816,320,695,574,680,780,876,418,615,582
"ENSMUSG00000047428",8,10,12,6,15,0,6,7,0,4,4,4,1,10
"ENSMUSG00000047434",288,229,155,71,337,178,426,201,304,232,338,200,292,279
"ENSMUSG00000047441",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000047443",481,453,283,214,481,246,448,297,522,388,514,337,337,369
"ENSMUSG00000047444",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047446",1508,1071,695,577,955,820,1153,1190,1128,957,995,788,732,765
"ENSMUSG00000047454",507,471,255,100,545,348,819,291,530,471,632,485,547,535
"ENSMUSG00000047459",2863,2107,1550,1721,1763,1184,1418,1936,1586,1911,1779,1820,1314,1579
"ENSMUSG00000047462",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047466",170,181,90,24,259,181,352,73,263,208,247,266,272,232
"ENSMUSG00000047473",19,17,0,5,14,11,20,16,18,21,27,11,17,15
"ENSMUSG00000047485",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000047490",0,2,3,2,0,0,0,4,0,2,0,2,0,0
"ENSMUSG00000047492",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047495",0,2,0,0,3,0,0,0,0,1,1,0,0,0
"ENSMUSG00000047496",382,389,143,88,378,227,379,137,245,328,497,157,172,170
"ENSMUSG00000047497",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047501",659,504,299,157,441,371,1064,815,416,337,618,336,449,289
"ENSMUSG00000047502",18,8,8,14,6,24,1,16,6,3,5,3,0,4
"ENSMUSG00000047507",167,115,57,76,121,49,96,73,48,90,135,48,75,46
"ENSMUSG00000047508",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000047509",1,2,0,1,3,0,0,1,2,0,0,0,0,1
"ENSMUSG00000047511",4,0,0,0,0,0,2,0,0,1,1,2,1,0
"ENSMUSG00000047514",1091,829,388,289,1069,924,955,864,933,901,988,749,866,736
"ENSMUSG00000047515",0,11,7,6,6,5,12,3,23,3,4,6,9,10
"ENSMUSG00000047517",174193,166909,66949,62344,161026,164122,380757,191077,273282,272739,275349,341689,330458,281331
"ENSMUSG00000047518",2,1,0,2,2,0,0,3,2,2,1,4,7,2
"ENSMUSG00000047528",32,36,17,15,35,31,45,18,45,31,41,32,30,23
"ENSMUSG00000047531",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047534",380,244,134,206,350,353,590,213,306,195,309,300,256,268
"ENSMUSG00000047535",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047539",921,780,387,313,780,641,997,593,676,786,717,739,767,681
"ENSMUSG00000047544",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047545",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047547",6547,5225,2637,2131,4146,2230,3079,4314,4545,5477,5415,3810,4027,4089
"ENSMUSG00000047554",1088,939,436,311,1092,933,1484,943,1194,1163,1273,1384,1069,1148
"ENSMUSG00000047557",439,438,237,183,401,251,384,212,347,378,341,384,389,313
"ENSMUSG00000047562",0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ENSMUSG00000047564",10,27,12,7,16,5,11,8,6,11,9,7,6,5
"ENSMUSG00000047565",1,0,0,0,0,0,2,1,0,1,0,1,0,2
"ENSMUSG00000047583",103,95,80,48,144,54,113,79,113,69,89,67,94,103
"ENSMUSG00000047586",176,408,95,83,229,117,232,174,181,489,295,140,231,151
"ENSMUSG00000047591",1,3,0,0,0,0,0,0,0,0,2,0,0,0
"ENSMUSG00000047592",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000047594",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047603",144,99,30,29,107,102,70,65,131,106,130,140,87,106
"ENSMUSG00000047604",907,1223,369,215,829,333,435,238,742,462,715,292,402,404
"ENSMUSG00000047606",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047613",755,558,329,351,548,226,369,599,462,465,539,502,416,417
"ENSMUSG00000047617",457,403,285,334,299,153,194,393,292,368,292,220,200,256
"ENSMUSG00000047619",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047626",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047631",0,0,0,0,2,0,1,0,2,0,1,0,0,1
"ENSMUSG00000047632",100,84,36,16,60,109,15,74,60,80,32,29,27,26
"ENSMUSG00000047635",238,127,106,82,150,87,129,120,164,140,168,45,94,96
"ENSMUSG00000047636",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047638",2765,2037,903,981,1470,965,1896,2006,2251,2065,1849,1903,1815,1842
"ENSMUSG00000047641",71,74,28,14,79,71,223,57,72,65,65,113,101,136
"ENSMUSG00000047642",59,37,49,31,28,33,21,61,25,31,30,44,48,42
"ENSMUSG00000047643",3,4,2,0,6,6,4,6,1,4,6,7,3,1
"ENSMUSG00000047648",277,273,123,83,294,230,349,182,244,301,274,350,280,229
"ENSMUSG00000047649",330,222,296,191,239,222,178,232,202,214,252,162,224,228
"ENSMUSG00000047652",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047654",77,48,43,16,67,5,29,17,63,19,61,34,30,46
"ENSMUSG00000047655",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047656",248,227,206,180,190,117,166,188,197,219,212,145,169,154
"ENSMUSG00000047657",3,7,1,0,3,0,1,3,5,5,5,4,1,4
"ENSMUSG00000047658",0,0,0,0,0,0,1,0,0,0,0,1,0,1
"ENSMUSG00000047661",1,4,0,0,2,8,4,0,2,0,4,8,0,0
"ENSMUSG00000047667",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047669",22,12,11,8,30,0,27,18,30,19,21,16,15,16
"ENSMUSG00000047671",7,2,4,1,4,0,5,4,2,9,4,2,1,5
"ENSMUSG00000047674",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047675",26326,21482,15931,14636,18082,13798,12826,16850,16165,19151,16131,18203,14117,14657
"ENSMUSG00000047676",2546,2051,1858,1775,1657,980,1043,1747,1551,1808,1516,1657,1166,1491
"ENSMUSG00000047678",0,0,0,0,0,0,0,1,3,7,0,2,0,1
"ENSMUSG00000047686",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047692",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047694",2956,2458,1081,725,3320,2712,4016,1896,2782,2843,3395,2516,2737,2457
"ENSMUSG00000047696",0,0,0,0,7,0,1,0,0,0,0,1,1,0
"ENSMUSG00000047702",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047710",584,406,341,154,517,437,535,391,472,457,545,408,433,442
"ENSMUSG00000047712",8,2,0,0,3,0,3,0,0,0,0,0,0,2
"ENSMUSG00000047714",2148,1644,841,668,1907,1718,2230,1579,1730,1749,1742,1594,1857,1790
"ENSMUSG00000047716",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047719",554,423,228,154,489,413,494,342,396,432,471,400,406,405
"ENSMUSG00000047720",6,6,6,1,9,0,12,1,2,0,1,4,3,0
"ENSMUSG00000047721",1528,1396,1278,1310,1029,514,488,1413,1126,1311,1067,1027,732,954
"ENSMUSG00000047724",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047728",619,798,320,222,524,295,571,678,723,773,631,606,464,469
"ENSMUSG00000047730",51394,76208,25230,26519,61463,18363,28164,21113,56785,63369,78476,23528,28832,25601
"ENSMUSG00000047731",1919,1810,1026,941,1634,1070,1882,1664,1659,1656,1783,1169,1603,1305
"ENSMUSG00000047733",5,2,10,1,1,0,3,0,5,7,5,1,1,7
"ENSMUSG00000047735",2142,1949,775,701,2418,2009,3072,1251,2978,2269,2916,2312,1892,2036
"ENSMUSG00000047746",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000047747",259,115,33,54,96,321,322,190,276,187,190,302,361,268
"ENSMUSG00000047749",57,64,20,9,53,68,115,38,40,49,41,38,53,51
"ENSMUSG00000047751",0,1,8,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047757",88,74,29,48,100,95,140,28,91,62,115,80,74,79
"ENSMUSG00000047759",8,2,0,0,8,0,7,0,11,4,7,2,2,6
"ENSMUSG00000047766",165,122,53,70,195,124,210,78,199,149,177,156,126,127
"ENSMUSG00000047767",355,146,167,143,144,124,78,177,109,151,136,101,99,112
"ENSMUSG00000047773",0,0,0,0,1,0,4,0,0,0,0,1,0,2
"ENSMUSG00000047777",423,488,187,123,364,259,437,337,309,365,359,352,307,302
"ENSMUSG00000047786",86,105,46,22,81,0,43,26,51,46,86,25,27,16
"ENSMUSG00000047787",1,2,4,4,1,0,7,0,0,11,0,2,4,5
"ENSMUSG00000047789",140,102,64,77,138,152,120,103,137,100,96,114,111,110
"ENSMUSG00000047793",363,260,253,101,353,95,232,106,328,438,354,151,203,185
"ENSMUSG00000047794",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047797",2088,1789,530,636,1551,1078,1545,1241,1587,1759,1658,1447,1263,1386
"ENSMUSG00000047798",75,36,39,26,16,12,39,40,38,44,47,21,25,31
"ENSMUSG00000047799",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047804",603,487,173,90,513,365,677,306,484,530,601,411,463,382
"ENSMUSG00000047807",0,0,0,0,0,0,2,0,1,6,0,2,0,1
"ENSMUSG00000047810",398,308,153,107,160,86,204,271,158,280,490,346,518,437
"ENSMUSG00000047819",23,52,21,5,17,6,48,21,32,20,44,25,30,21
"ENSMUSG00000047821",2042,2518,898,609,2092,1088,2325,1524,2471,2147,2288,1495,1535,1533
"ENSMUSG00000047822",41,56,52,35,34,41,23,34,27,30,44,23,17,18
"ENSMUSG00000047824",1814,1423,844,651,1237,902,1131,1479,1143,1600,1461,1105,1308,1149
"ENSMUSG00000047828",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047832",816,636,271,230,659,400,690,465,610,740,760,747,658,724
"ENSMUSG00000047841",4,0,0,4,3,0,0,0,1,4,2,6,3,1
"ENSMUSG00000047842",0,0,0,0,0,0,0,15,0,0,0,0,1,4
"ENSMUSG00000047843",1437,1301,817,691,887,478,620,1312,813,1021,807,461,747,656
"ENSMUSG00000047844",48,42,59,14,99,67,23,36,123,42,74,42,37,32
"ENSMUSG00000047854",52,25,20,37,94,56,120,58,38,63,29,88,69,65
"ENSMUSG00000047861",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047866",1496,1636,646,426,1707,1278,1766,1010,1862,1482,1839,1815,1588,1763
"ENSMUSG00000047867",71,36,36,27,24,16,45,58,49,43,56,32,32,41
"ENSMUSG00000047868",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047875",81,43,57,35,109,62,148,54,50,83,138,67,71,76
"ENSMUSG00000047878",317,502,176,154,339,114,284,200,247,327,200,135,170,169
"ENSMUSG00000047879",1310,1090,417,482,1236,1263,1779,1092,1352,1216,1411,1313,1411,1380
"ENSMUSG00000047880",58,38,23,33,22,24,32,61,25,31,31,21,18,18
"ENSMUSG00000047881",977,787,478,300,897,711,916,563,765,830,924,605,797,591
"ENSMUSG00000047884",1,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000047888",1096,1000,490,307,1333,1302,1681,676,1144,1263,1365,1201,1302,1246
"ENSMUSG00000047889",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047894",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000047897",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047898",40,13,3,1,13,15,38,29,12,17,16,35,57,28
"ENSMUSG00000047904",45,29,4,6,40,48,34,65,13,18,27,46,48,40
"ENSMUSG00000047905",167,144,23,35,114,53,41,78,109,105,95,78,84,95
"ENSMUSG00000047907",12,16,6,11,11,0,4,8,8,10,11,22,19,13
"ENSMUSG00000047909",1219,1164,776,638,858,785,1183,1124,994,1151,1061,797,990,805
"ENSMUSG00000047910",13,4,10,1,17,0,33,26,5,7,12,26,30,14
"ENSMUSG00000047911",3,11,18,10,2,3,3,0,1,8,1,7,2,1
"ENSMUSG00000047921",1107,916,510,397,970,701,1153,731,841,919,998,554,871,702
"ENSMUSG00000047923",1,1,0,0,4,4,5,4,6,5,7,5,4,6
"ENSMUSG00000047935",3,0,5,3,1,0,15,6,8,3,12,9,7,9
"ENSMUSG00000047938",6,5,3,7,2,0,3,7,1,2,5,4,3,1
"ENSMUSG00000047940",1,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000047945",870,425,314,141,563,455,590,630,213,316,454,396,617,536
"ENSMUSG00000047953",6,5,0,0,1,0,6,0,3,0,3,1,3,8
"ENSMUSG00000047959",0,0,0,1,6,0,0,0,3,3,3,5,2,3
"ENSMUSG00000047960",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047963",14,6,0,2,3,0,6,0,4,1,0,3,0,5
"ENSMUSG00000047965",232,165,71,148,142,70,108,232,142,140,123,114,75,96
"ENSMUSG00000047969",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047976",0,0,0,1,0,0,0,5,0,0,0,0,0,0
"ENSMUSG00000047977",0,0,0,2,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000047980",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047986",2,0,0,1,1,0,0,0,2,3,0,0,4,4
"ENSMUSG00000047988",0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047989",669,579,242,219,574,325,576,477,617,649,559,565,571,512
"ENSMUSG00000047990",252,165,59,58,164,81,158,280,208,223,109,101,102,88
"ENSMUSG00000047992",3,12,11,1,29,0,22,8,8,1,3,4,7,12
"ENSMUSG00000047995",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047996",49,22,10,14,25,18,72,35,34,32,36,47,42,38
"ENSMUSG00000048000",1769,1389,731,408,1954,1427,1792,959,1288,1470,1751,1279,1555,1428
"ENSMUSG00000048001",17,2,1,1,2,0,0,1,6,2,5,1,5,5
"ENSMUSG00000048003",72,82,52,63,50,42,10,93,33,46,49,28,27,25
"ENSMUSG00000048004",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048007",642,379,252,241,395,417,481,429,543,448,511,615,403,514
"ENSMUSG00000048012",56,60,18,20,30,39,51,23,33,28,47,22,30,23
"ENSMUSG00000048013",1,5,0,0,0,0,0,0,0,0,3,0,3,1
"ENSMUSG00000048015",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000048022",4,3,0,0,5,0,5,0,1,2,7,0,0,0
"ENSMUSG00000048027",2931,2022,1468,1114,2253,1482,1803,1640,1475,1410,1645,1225,1429,1378
"ENSMUSG00000048029",7,9,1,8,7,7,3,10,3,11,3,8,16,10
"ENSMUSG00000048031",2,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000048038",0,0,0,0,0,0,0,0,1,0,1,2,0,0
"ENSMUSG00000048039",1044,901,593,271,946,753,1193,841,651,915,945,745,935,848
"ENSMUSG00000048040",1,2,7,0,2,0,0,4,1,1,0,0,1,1
"ENSMUSG00000048047",507,386,193,64,605,563,762,299,422,423,471,561,521,498
"ENSMUSG00000048058",487,508,301,133,638,343,567,237,329,330,457,199,292,320
"ENSMUSG00000048062",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048065",0,0,0,0,2,8,0,3,0,0,1,0,2,1
"ENSMUSG00000048067",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048070",9,5,7,0,6,7,7,11,5,0,4,3,9,8
"ENSMUSG00000048076",16043,12928,5313,4540,12878,7946,12565,9995,13954,13881,14292,12524,11815,12191
"ENSMUSG00000048077",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048078",104,100,130,48,172,159,113,21,76,28,83,85,66,86
"ENSMUSG00000048080",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000048087",721,590,276,172,760,402,577,232,1721,486,628,590,532,555
"ENSMUSG00000048096",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000048100",833,718,299,288,664,485,532,664,554,685,565,618,527,561
"ENSMUSG00000048101",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048106",58,83,4,15,104,61,96,16,106,72,88,102,78,58
"ENSMUSG00000048107",0,0,0,0,3,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048108",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"ENSMUSG00000048109",393,317,160,181,364,343,315,258,308,417,383,386,362,340
"ENSMUSG00000048118",640,634,334,192,804,679,870,477,712,805,773,668,663,680
"ENSMUSG00000048120",2,1,8,0,2,8,17,6,1,9,13,11,4,2
"ENSMUSG00000048126",1,0,0,3,6,0,2,13,0,0,0,0,1,3
"ENSMUSG00000048138",0,0,0,0,0,0,0,3,0,0,3,0,0,0
"ENSMUSG00000048142",2,1,0,0,2,0,0,8,0,0,0,0,0,3
"ENSMUSG00000048148",0,0,0,0,0,0,0,0,0,4,0,0,0,0
"ENSMUSG00000048149",148,111,13,9,64,194,85,93,142,53,52,186,59,62
"ENSMUSG00000048153",0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ENSMUSG00000048154",2662,1960,1335,622,2077,1883,1947,1996,2154,3114,2788,2054,2651,2063
"ENSMUSG00000048155",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048163",107,55,45,24,35,12,27,57,20,42,92,40,44,57
"ENSMUSG00000048164",1,0,0,0,0,5,3,0,0,0,3,1,1,1
"ENSMUSG00000048170",1773,1628,932,689,1794,1320,2157,1356,1579,1526,1780,1498,1629,1481
"ENSMUSG00000048173",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048174",185,124,38,89,91,66,91,116,101,127,102,84,100,90
"ENSMUSG00000048175",958,885,467,321,870,464,1132,712,986,892,1104,850,834,876
"ENSMUSG00000048185",0,0,0,1,0,0,0,5,0,0,0,0,0,0
"ENSMUSG00000048186",239,184,76,65,140,224,306,93,302,279,273,242,281,218
"ENSMUSG00000048188",4,1,0,1,6,17,4,4,5,4,10,2,5,3
"ENSMUSG00000048191",17,4,2,29,6,11,15,15,16,20,4,21,36,22
"ENSMUSG00000048197",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048200",2095,1446,784,940,1281,657,652,1395,898,1196,1072,502,833,828
"ENSMUSG00000048204",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048206",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048215",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048216",4,15,0,0,20,0,7,4,7,7,11,3,2,13
"ENSMUSG00000048217",307,145,71,167,65,139,136,195,235,168,177,107,129,123
"ENSMUSG00000048218",105,28,24,22,41,60,37,61,35,31,32,28,27,40
"ENSMUSG00000048222",423,247,233,173,273,262,447,250,213,278,302,362,187,275
"ENSMUSG00000048226",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048230",1,1,0,2,1,7,0,0,0,1,0,1,0,2
"ENSMUSG00000048231",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048232",103,76,49,41,110,84,137,42,105,59,98,87,119,79
"ENSMUSG00000048234",1301,1593,470,195,2122,726,1890,572,1320,1292,1633,736,1210,1061
"ENSMUSG00000048236",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048240",37,29,11,4,22,12,31,6,29,15,10,8,21,20
"ENSMUSG00000048248",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048249",468,649,176,219,524,388,1000,173,627,333,502,332,408,405
"ENSMUSG00000048251",519,430,352,160,538,481,526,445,401,467,528,339,511,439
"ENSMUSG00000048261",7,5,8,4,10,1,10,6,9,3,11,13,4,10
"ENSMUSG00000048264",179,193,96,76,222,194,330,105,193,159,237,249,234,250
"ENSMUSG00000048271",1526,1201,690,434,1570,1396,2194,784,1379,1328,1638,1278,1338,1330
"ENSMUSG00000048277",9013,7069,3672,3778,6337,4294,6946,7271,6357,6870,6564,5541,6135,5692
"ENSMUSG00000048279",5,7,0,0,2,0,7,7,8,2,9,4,7,14
"ENSMUSG00000048280",122,116,63,68,152,213,217,111,140,136,175,144,166,136
"ENSMUSG00000048281",0,0,0,0,8,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048284",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048285",77,74,42,20,114,39,123,61,73,86,68,72,48,61
"ENSMUSG00000048292",6,0,5,0,0,6,0,3,2,1,1,0,4,0
"ENSMUSG00000048294",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048299",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048304",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048307",674,629,267,144,644,381,665,485,487,541,634,535,500,522
"ENSMUSG00000048310",653,719,245,176,595,340,700,298,569,408,670,574,563,503
"ENSMUSG00000048312",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048316",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048327",659,473,209,259,623,452,854,241,507,350,518,449,397,376
"ENSMUSG00000048329",294,169,84,94,132,111,179,181,246,150,221,189,207,215
"ENSMUSG00000048330",11,5,9,4,25,8,34,8,17,9,12,6,17,7
"ENSMUSG00000048332",0,1,0,0,3,0,0,3,0,0,1,1,0,1
"ENSMUSG00000048334",5,1,1,1,0,2,4,0,2,5,2,2,3,1
"ENSMUSG00000048337",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048347",1,5,2,2,6,24,14,14,5,2,1,18,22,7
