gene_id,D1,D3,Z3,Z1,Z2,MS1,D7,D9,ZH2,D4,D5,D6
ENSMUSG00000055065,7309,5752,3301,5990,5051,6232,6245,6196,6575,5770,5807,5671
ENSMUSG00000055067,242,207,150,189,104,233,169,118,179,112,132,130
ENSMUSG00000055069,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000055072,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055078,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055088,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055093,383,290,273,298,187,72,215,343,246,181,180,267
ENSMUSG00000055095,0,0,0,0,0,0,0,1,0,0,1,0
ENSMUSG00000055099,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055102,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055108,10,3,0,4,7,5,6,7,3,6,8,5
ENSMUSG00000055109,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055110,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055114,399,186,187,230,178,147,261,232,238,205,185,149
ENSMUSG00000055116,726,531,73,593,392,1345,581,424,365,262,201,260
ENSMUSG00000055124,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055125,5,2,0,1,0,0,3,2,0,3,1,2
ENSMUSG00000055128,554,472,227,377,234,292,377,406,362,443,316,336
ENSMUSG00000055134,60,46,23,58,19,62,86,42,74,44,53,70
ENSMUSG00000055137,27,40,2,32,35,9,30,19,15,10,14,8
ENSMUSG00000055138,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055148,127,101,19,97,85,79,41,78,82,39,59,49
ENSMUSG00000055150,7,9,5,10,0,9,9,2,9,10,7,9
ENSMUSG00000055159,0,0,0,0,0,5,0,0,0,0,0,0
ENSMUSG00000055170,0,1,0,0,0,5,3,5,5,4,3,1
ENSMUSG00000055172,306,339,57,470,85,362,212,338,686,189,172,157
ENSMUSG00000055177,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055184,33,32,6,28,10,44,32,43,28,51,28,28
ENSMUSG00000055188,4,14,7,18,7,14,6,14,9,11,13,11
ENSMUSG00000055193,3,2,4,15,0,5,0,3,1,0,0,1
ENSMUSG00000055194,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055197,68,27,33,41,3,33,22,28,37,17,19,19
ENSMUSG00000055198,20,20,13,13,2,28,15,21,21,21,11,13
ENSMUSG00000055200,504,570,331,376,295,347,412,407,501,353,390,289
ENSMUSG00000055202,15,14,0,3,0,8,13,8,4,4,3,2
ENSMUSG00000055204,2169,1693,1066,2566,1987,3355,2375,2371,2664,2378,2442,2249
ENSMUSG00000055210,2185,1998,560,1649,843,1477,1577,1630,1784,1392,1873,1460
ENSMUSG00000055214,0,2,0,6,4,1,1,0,1,3,1,0
ENSMUSG00000055216,56,30,26,8,21,16,2,31,30,3,14,17
ENSMUSG00000055228,71,102,62,109,106,133,87,110,100,77,74,76
ENSMUSG00000055235,1,3,0,2,0,0,0,0,0,0,0,2
ENSMUSG00000055239,2174,2021,965,1779,1277,2052,1771,1899,1877,1534,1668,1476
ENSMUSG00000055240,357,303,164,351,318,474,322,290,273,291,246,298
ENSMUSG00000055254,578,163,109,97,181,322,411,186,155,284,271,241
ENSMUSG00000055271,3,1,0,0,0,0,5,7,1,2,1,2
ENSMUSG00000055296,1304,1172,579,1207,1167,2872,1370,1352,1732,1300,1505,1103
ENSMUSG00000055298,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055301,20,39,18,27,0,37,20,20,32,22,11,16
ENSMUSG00000055302,6808,5794,2447,5299,3574,4372,5087,5544,5637,3956,4413,4495
ENSMUSG00000055305,116,124,54,112,62,61,73,86,100,123,105,72
ENSMUSG00000055312,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055313,28,42,26,31,40,12,36,30,37,29,26,35
ENSMUSG00000055319,1310,980,652,1493,1251,1785,1263,1249,1354,1306,1309,1260
ENSMUSG00000055320,76,69,107,179,123,435,206,152,234,196,278,190
ENSMUSG00000055322,6,1,2,5,0,2,5,2,3,2,1,2
ENSMUSG00000055323,54,32,20,20,25,36,23,24,21,15,21,20
ENSMUSG00000055333,51,31,42,45,64,31,19,15,18,9,14,15
ENSMUSG00000055334,221,162,64,146,118,150,165,154,136,199,151,160
ENSMUSG00000055340,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055341,0,7,0,5,0,6,3,3,3,2,0,8
ENSMUSG00000055357,7,7,0,0,6,0,0,1,4,3,9,7
ENSMUSG00000055360,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055368,1,2,0,0,0,1,0,0,0,1,0,0
ENSMUSG00000055370,0,1,0,0,0,0,1,0,0,3,2,0
ENSMUSG00000055371,1349,1267,608,1375,1027,1710,1487,1226,1413,1430,1319,1271
ENSMUSG00000055373,603,1263,416,1808,1021,1658,979,470,571,1289,745,1091
ENSMUSG00000055385,42,30,20,25,43,49,55,42,36,33,41,49
ENSMUSG00000055396,18,24,2,17,0,7,8,10,6,7,10,5
ENSMUSG00000055401,532,553,276,469,183,370,466,513,501,525,369,480
ENSMUSG00000055403,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055406,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055407,12,10,11,24,19,8,7,6,6,18,15,6
ENSMUSG00000055408,479,726,352,734,301,427,706,760,821,467,445,456
ENSMUSG00000055409,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055413,262,8,116,146,53,106,109,227,543,129,98,100
ENSMUSG00000055415,4751,4453,2216,5052,4262,8278,5624,4897,5735,4986,5244,4295
ENSMUSG00000055416,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055421,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055424,2,5,9,4,0,0,4,2,2,0,10,0
ENSMUSG00000055430,1,0,0,6,0,3,1,2,3,2,2,2
ENSMUSG00000055435,77,77,116,57,11,26,59,47,50,16,26,9
ENSMUSG00000055436,4237,2770,2287,3258,3304,4197,3288,3387,3439,2580,2925,2689
ENSMUSG00000055446,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055447,1510,1169,451,1202,1207,1963,1409,1504,1671,1480,1481,1350
ENSMUSG00000055452,142,163,138,146,81,158,134,170,118,80,147,112
ENSMUSG00000055456,0,0,0,0,0,0,0,2,0,0,0,0
ENSMUSG00000055471,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000055480,13,20,0,26,17,30,31,16,21,22,26,13
ENSMUSG00000055485,38,28,11,32,41,35,33,20,26,15,50,35
ENSMUSG00000055489,0,2,0,0,0,0,0,0,0,0,1,2
ENSMUSG00000055491,1009,592,508,918,824,1259,779,1067,905,910,1150,932
ENSMUSG00000055493,20,35,0,18,7,25,31,11,21,12,14,19
ENSMUSG00000055494,13,1,0,6,23,13,1,5,6,3,4,1
ENSMUSG00000055497,2,0,0,1,0,0,0,5,3,3,7,2
ENSMUSG00000055515,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055523,2,1,0,0,0,4,0,0,0,0,0,1
ENSMUSG00000055531,1862,1441,868,2046,1617,2259,1557,1516,1704,1812,1584,1690
ENSMUSG00000055538,13,18,0,29,13,15,11,20,17,7,12,13
ENSMUSG00000055540,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055541,3,0,0,2,0,13,8,9,9,5,3,0
ENSMUSG00000055546,0,0,0,0,0,0,0,1,0,0,1,0
ENSMUSG00000055547,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055553,1492,1333,803,973,605,748,964,1098,880,619,713,707
ENSMUSG00000055555,0,4,0,0,0,3,0,1,0,2,0,0
ENSMUSG00000055560,85,62,37,84,63,69,68,83,84,80,69,72
ENSMUSG00000055561,25,16,29,35,0,2,3,3,14,30,3,3
ENSMUSG00000055567,19,13,3,16,14,15,5,11,3,7,11,9
ENSMUSG00000055571,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055593,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055594,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055602,6,2,2,0,0,0,1,0,0,0,1,0
ENSMUSG00000055609,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055610,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055612,2143,1457,773,1883,983,1369,1495,1097,1616,1189,1341,1292
ENSMUSG00000055621,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055629,361,210,194,141,239,234,241,248,363,227,403,304
ENSMUSG00000055632,7,3,6,10,0,10,2,10,6,2,7,6
ENSMUSG00000055633,3,18,5,10,0,13,3,3,2,4,9,9
ENSMUSG00000055636,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055639,54,32,54,82,45,75,38,41,49,38,39,36
ENSMUSG00000055643,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055652,446,379,242,425,138,290,237,380,302,312,308,303
ENSMUSG00000055653,8,7,3,12,6,8,15,8,7,10,18,9
ENSMUSG00000055657,138,164,74,81,60,48,72,97,99,58,64,80
ENSMUSG00000055660,119,85,29,158,119,199,154,91,123,125,153,125
ENSMUSG00000055670,2637,2648,1394,2491,1678,3477,3371,2954,3294,2452,2841,2478
ENSMUSG00000055675,1820,865,549,903,893,1113,1195,1018,1489,833,1185,1074
ENSMUSG00000055676,106,67,62,53,10,28,59,79,44,46,42,15
ENSMUSG00000055679,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055681,5237,4720,2219,3902,2278,3352,4208,4343,4415,2962,3810,3529
ENSMUSG00000055691,3,0,13,1,0,4,1,5,2,1,1,4
ENSMUSG00000055692,319,178,197,132,91,78,89,152,135,116,156,133
ENSMUSG00000055694,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055700,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055704,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055707,619,609,404,463,379,451,443,517,602,399,500,533
ENSMUSG00000055717,215,180,85,237,158,183,150,132,224,187,185,144
ENSMUSG00000055720,1156,1099,613,902,525,848,804,802,872,540,723,683
ENSMUSG00000055723,1281,1123,549,1028,763,1042,939,1217,989,890,928,866
ENSMUSG00000055725,9,2,4,8,9,22,22,6,24,6,16,15
ENSMUSG00000055730,3266,2608,1319,1501,1026,1591,1984,1840,2405,1297,1046,1414
ENSMUSG00000055732,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055733,12,8,3,39,16,33,16,5,19,11,7,8
ENSMUSG00000055737,167,173,90,266,137,370,178,135,161,178,214,177
ENSMUSG00000055745,44,35,29,32,1,25,36,21,52,27,28,43
ENSMUSG00000055746,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055748,11607,6337,8467,11887,6268,9729,14875,16424,22469,19615,7176,9732
ENSMUSG00000055760,243,103,78,144,119,141,166,123,169,220,141,168
ENSMUSG00000055761,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055762,4724,4001,2864,3487,2621,2600,3316,3783,3421,2952,2638,2827
ENSMUSG00000055763,5,3,0,3,4,2,1,5,5,1,1,2
ENSMUSG00000055771,0,0,2,0,0,0,1,0,0,0,0,0
ENSMUSG00000055775,0,0,0,0,0,0,0,0,4,0,0,0
ENSMUSG00000055780,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055782,2,0,0,0,0,2,0,0,1,0,0,1
ENSMUSG00000055789,7,3,0,17,3,9,4,1,1,9,7,9
ENSMUSG00000055795,1,1,2,6,6,1,2,0,2,3,1,3
ENSMUSG00000055799,1782,2177,1132,1828,464,1242,991,1543,1134,632,828,887
ENSMUSG00000055801,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000055805,39,34,21,22,8,22,30,53,53,17,60,30
ENSMUSG00000055809,13,30,8,33,12,16,37,25,16,12,14,15
ENSMUSG00000055811,0,1,0,2,0,6,3,2,1,1,1,0
ENSMUSG00000055816,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055817,1028,1086,470,884,707,1070,873,902,1122,563,880,814
ENSMUSG00000055818,33,35,58,23,8,26,18,25,33,27,34,19
ENSMUSG00000055820,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055826,3,2,0,0,0,0,2,0,0,0,0,1
ENSMUSG00000055827,2932,1391,2118,2053,1690,2502,1911,2781,3003,2508,1394,1943
ENSMUSG00000055831,6,18,1,12,16,25,15,10,11,7,14,16
ENSMUSG00000055833,42,20,26,27,35,23,45,45,27,20,20,24
ENSMUSG00000055835,259,218,136,183,168,155,166,173,154,107,146,141
ENSMUSG00000055838,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055839,5388,4341,3257,3557,1868,2378,3460,3986,3550,4278,2878,3258
ENSMUSG00000055850,2328,1877,952,1537,1095,1455,1437,1608,1635,1361,1466,1371
ENSMUSG00000055862,554,436,329,235,160,129,271,271,274,175,197,235
ENSMUSG00000055865,37,18,12,4,14,13,18,17,14,16,8,11
ENSMUSG00000055866,763,336,423,384,414,260,389,883,925,927,1163,902
ENSMUSG00000055872,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055874,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055882,0,2,0,0,0,0,0,3,0,3,1,0
ENSMUSG00000055884,177,98,35,166,160,294,164,130,179,160,155,160
ENSMUSG00000055891,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055895,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055897,683,688,411,448,283,533,499,683,533,415,540,449
ENSMUSG00000055900,271,235,134,290,282,316,238,210,246,199,232,203
ENSMUSG00000055912,37,35,33,15,19,11,15,23,26,9,30,20
ENSMUSG00000055917,516,523,254,488,479,490,401,362,345,357,421,409
ENSMUSG00000055923,202,184,163,217,158,285,226,185,225,146,186,176
ENSMUSG00000055926,150,148,108,101,88,264,194,134,124,72,133,94
ENSMUSG00000055932,994,757,484,972,830,1289,843,855,899,689,858,740
ENSMUSG00000055933,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055936,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055937,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055942,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055943,1660,1408,515,1368,901,1362,1334,1347,1218,1394,1103,1168
ENSMUSG00000055944,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055945,83,38,14,63,31,8,5,26,14,17,8,7
ENSMUSG00000055951,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055958,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055960,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055961,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055963,124,103,33,142,106,147,99,94,115,175,132,135
ENSMUSG00000055968,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055971,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055972,0,2,0,0,0,4,0,0,0,0,0,0
ENSMUSG00000055976,873,988,355,894,462,1312,924,716,1035,816,942,817
ENSMUSG00000055978,11191,7852,6014,7402,5684,7872,9835,13370,9371,10236,9890,8948
ENSMUSG00000055980,40,58,32,120,75,125,68,114,99,118,111,93
ENSMUSG00000055991,448,329,222,295,167,298,240,256,292,209,225,227
ENSMUSG00000055994,286,172,128,166,243,280,170,208,220,215,207,201
ENSMUSG00000056004,21,20,1,39,34,29,23,20,29,25,16,20
ENSMUSG00000056008,0,0,0,0,0,0,3,0,1,0,2,0
ENSMUSG00000056014,211,188,94,216,224,213,132,120,163,177,179,147
ENSMUSG00000056018,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056019,26,17,6,59,67,70,44,27,22,33,22,21
ENSMUSG00000056023,0,0,0,0,0,3,0,0,0,0,1,0
ENSMUSG00000056025,579,373,382,376,295,688,437,656,606,480,524,479
ENSMUSG00000056028,0,0,0,0,0,2,0,0,1,1,1,0
ENSMUSG00000056031,0,1,0,0,0,2,1,0,1,0,0,2
ENSMUSG00000056032,11,13,18,10,4,23,14,5,16,5,3,3
ENSMUSG00000056035,3,1,15,9,10,0,0,2,1,1,0,0
ENSMUSG00000056043,6,6,16,5,9,5,8,4,5,2,1,1
ENSMUSG00000056050,3668,2928,1294,3878,3783,4785,3623,3259,3857,2811,4306,3124
ENSMUSG00000056054,4,14,10,8,4,73,10,34,37,275,240,140
ENSMUSG00000056055,0,3,7,0,8,1,5,6,5,3,1,0
ENSMUSG00000056061,0,2,0,2,0,1,0,0,2,0,1,0
ENSMUSG00000056069,53,50,0,32,19,50,27,55,30,29,23,33
ENSMUSG00000056071,2,8,0,10,0,49,5,17,16,110,133,37
ENSMUSG00000056073,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056076,5867,4244,3122,5067,3795,5486,5360,5153,6409,4575,4963,5069
ENSMUSG00000056078,1,3,2,5,0,12,3,6,4,2,9,3
ENSMUSG00000056089,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056091,184,10,14,6,3,20,18,19,159,10,5,14
ENSMUSG00000056106,1,6,6,6,17,2,4,5,2,3,4,5
ENSMUSG00000056115,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056116,2634,2144,1203,1860,1193,1793,1886,2431,2879,1940,1654,1700
ENSMUSG00000056121,609,559,363,518,274,559,578,599,629,457,472,503
ENSMUSG00000056124,756,602,513,1010,1131,1624,727,826,966,795,1044,937
ENSMUSG00000056128,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056130,17,42,7,61,25,42,31,45,40,20,35,19
ENSMUSG00000056131,1034,897,325,1105,644,1265,1229,939,1148,1087,1166,1051
ENSMUSG00000056133,3,0,0,4,0,0,0,1,0,0,0,0
ENSMUSG00000056144,146,207,29,138,94,154,207,145,199,93,125,130
ENSMUSG00000056145,1,0,0,4,9,0,6,3,10,13,2,4
ENSMUSG00000056148,855,794,414,478,287,575,529,557,664,433,332,302
ENSMUSG00000056153,1029,788,370,924,996,1287,905,960,1037,967,964,848
ENSMUSG00000056155,1,2,3,4,0,1,2,2,2,1,10,1
ENSMUSG00000056158,0,0,0,1,0,0,1,0,0,0,0,0
ENSMUSG00000056162,1,1,0,0,0,0,3,0,0,0,0,1
ENSMUSG00000056167,1279,1125,944,1018,625,1286,909,966,1030,860,874,933
ENSMUSG00000056174,0,0,0,4,0,4,0,0,0,1,0,0
ENSMUSG00000056184,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056185,15,6,4,9,0,14,7,6,24,8,13,6
ENSMUSG00000056197,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056201,16776,14121,6791,10949,7645,8687,13186,13082,14719,10043,11609,11219
ENSMUSG00000056203,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056204,669,435,183,457,357,473,718,586,476,328,433,384
ENSMUSG00000056209,1159,907,323,801,390,558,795,860,928,637,674,786
ENSMUSG00000056211,1229,738,602,999,1005,1278,860,770,913,759,800,771
ENSMUSG00000056214,51,30,39,38,36,67,19,22,34,32,37,40
ENSMUSG00000056215,0,0,0,0,0,4,2,0,0,4,3,3
ENSMUSG00000056216,2583,2191,1003,2184,1732,2044,2170,2381,2244,1615,1715,1650
ENSMUSG00000056219,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056220,1073,1000,385,1297,1445,1951,1216,1136,1307,1764,1572,1538
ENSMUSG00000056222,6,4,4,22,0,13,3,8,5,7,9,1
ENSMUSG00000056223,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056228,795,561,316,572,297,461,571,476,523,454,408,540
ENSMUSG00000056234,706,653,279,1043,611,1125,899,808,944,927,965,826
ENSMUSG00000056257,2,0,3,0,0,0,0,1,3,0,0,0
ENSMUSG00000056258,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056260,371,409,210,353,370,558,395,322,328,387,332,385
ENSMUSG00000056267,290,240,127,260,256,329,245,213,245,201,213,189
ENSMUSG00000056268,722,722,522,796,631,1136,830,670,833,717,676,672
ENSMUSG00000056270,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056271,3,6,0,2,12,5,0,6,0,0,1,1
ENSMUSG00000056281,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056288,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000056290,26,11,18,25,9,7,15,8,29,15,15,18
ENSMUSG00000056293,10057,6236,9597,5740,6139,8288,9004,12191,11506,6285,6303,8299
ENSMUSG00000056296,0,0,0,0,0,2,0,0,0,0,0,0
ENSMUSG00000056300,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056305,809,526,263,584,419,751,627,515,679,623,560,666
ENSMUSG00000056306,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056307,272,330,169,316,100,255,217,281,222,192,177,220
ENSMUSG00000056310,697,562,239,567,273,532,481,489,597,381,499,479
ENSMUSG00000056313,2059,1346,710,964,997,746,1150,905,1143,916,1071,1054
ENSMUSG00000056316,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056328,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056329,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056332,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056342,871,871,546,2010,1744,2720,1643,1312,1822,1843,1831,1524
ENSMUSG00000056350,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056351,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056359,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056364,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000056366,0,0,0,0,0,2,0,0,0,0,0,4
ENSMUSG00000056367,4,6,0,1,0,11,6,3,4,2,1,1
ENSMUSG00000056370,1,1,0,0,0,2,0,1,0,2,1,3
ENSMUSG00000056379,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056380,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000056383,130,96,29,151,255,281,141,134,165,188,148,181
ENSMUSG00000056394,1605,1205,820,1371,1030,1767,1318,953,1527,918,1110,1089
ENSMUSG00000056399,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056411,6,5,1,5,0,4,4,14,2,3,5,6
ENSMUSG00000056412,25,23,11,8,7,25,24,21,11,8,9,13
ENSMUSG00000056413,1394,1069,570,632,507,679,964,1124,1148,544,832,805
ENSMUSG00000056418,3,2,3,2,7,2,6,0,0,0,2,4
ENSMUSG00000056423,0,0,0,3,0,0,1,1,1,0,0,1
ENSMUSG00000056426,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056427,0,0,7,1,0,10,0,0,1,2,0,0
ENSMUSG00000056429,20050,16482,7977,21089,16970,28997,19384,18499,19922,19368,18210,17963
ENSMUSG00000056436,11,1,0,5,0,0,2,4,2,1,4,2
ENSMUSG00000056445,31,18,16,16,38,42,24,37,31,28,24,40
ENSMUSG00000056457,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056458,23,13,6,18,5,5,8,22,6,5,10,3
ENSMUSG00000056459,66,78,60,63,34,69,69,51,67,55,59,93
ENSMUSG00000056468,13,9,15,27,15,41,19,27,34,38,65,24
ENSMUSG00000056476,17,28,12,43,16,82,65,33,43,40,31,33
ENSMUSG00000056481,0,3,0,2,0,0,0,0,0,1,1,3
ENSMUSG00000056486,2,2,5,2,0,6,2,2,2,0,2,6
ENSMUSG00000056487,100,96,55,69,0,75,12,115,94,20,6,21
ENSMUSG00000056492,28,11,17,10,27,28,25,7,13,13,19,20
ENSMUSG00000056493,1104,940,639,1228,796,1313,1139,983,1350,871,1235,1050
ENSMUSG00000056494,0,0,0,0,0,0,0,0,2,0,0,0
ENSMUSG00000056498,50,58,38,53,22,70,59,78,56,65,59,58
ENSMUSG00000056501,817,756,271,726,322,501,461,682,411,381,778,574
ENSMUSG00000056508,3,4,1,3,15,4,2,8,9,5,6,15
ENSMUSG00000056509,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000056515,87,93,83,91,126,291,86,86,111,131,156,158
ENSMUSG00000056529,0,3,0,0,0,3,4,0,5,0,6,0
ENSMUSG00000056531,112,104,80,139,150,159,90,70,149,76,73,70
ENSMUSG00000056536,213,181,114,341,218,735,336,299,422,388,388,353
ENSMUSG00000056537,1624,1317,741,1724,1647,2244,1572,1698,1608,1857,1774,1687
ENSMUSG00000056544,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056552,167,116,81,117,51,164,112,110,117,124,126,92
ENSMUSG00000056553,1359,686,235,1152,977,1429,1000,698,911,666,968,770
ENSMUSG00000056564,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056569,0,0,0,0,0,1,0,2,1,5,0,2
ENSMUSG00000056579,2782,2440,1349,3029,2688,3475,2530,2704,2620,2487,2233,2110
ENSMUSG00000056583,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056586,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056590,1,0,0,0,0,0,0,0,2,0,0,0
ENSMUSG00000056592,88,54,25,52,33,55,30,35,53,36,54,54
ENSMUSG00000056596,2,12,5,5,0,2,10,6,3,3,3,7
ENSMUSG00000056598,26,31,13,22,6,11,23,28,26,10,16,25
ENSMUSG00000056600,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056602,356,379,211,517,463,839,528,564,533,535,585,450
ENSMUSG00000056605,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056606,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056608,742,692,470,1094,979,1544,1068,1140,1185,1313,1198,1091
ENSMUSG00000056612,3184,2430,1774,2273,1230,1394,2026,2389,2108,1735,2201,2049
ENSMUSG00000056617,6,0,0,2,0,0,0,0,1,1,1,0
ENSMUSG00000056629,2937,2190,1822,1501,933,780,1497,1753,1753,1074,1288,1208
ENSMUSG00000056632,5,8,9,2,0,7,3,6,2,6,7,4
ENSMUSG00000056643,18,8,1,19,0,29,58,38,25,28,39,33
ENSMUSG00000056648,227,47,31,40,47,91,64,30,55,35,50,31
ENSMUSG00000056656,0,2,0,0,0,0,0,2,0,3,0,2
ENSMUSG00000056665,248,123,104,180,133,147,124,141,157,110,128,154
ENSMUSG00000056666,2392,2117,771,1875,1004,1849,1805,1689,1932,1236,1356,1291
ENSMUSG00000056670,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056671,778,525,449,567,380,413,489,555,661,618,347,474
ENSMUSG00000056673,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056679,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000056682,0,0,0,0,0,0,0,0,1,0,1,0
ENSMUSG00000056687,51,49,27,37,29,35,38,60,42,31,35,25
ENSMUSG00000056692,4558,3633,1884,3507,2816,4097,3422,3491,3855,2405,3202,3117
ENSMUSG00000056696,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056698,544,383,301,402,225,322,309,369,424,244,313,277
ENSMUSG00000056699,0,1,0,1,0,5,2,4,3,5,6,3
ENSMUSG00000056706,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056708,1462,1395,409,915,556,1170,934,926,991,603,992,649
ENSMUSG00000056716,3,1,5,6,0,0,1,1,1,0,2,1
