gene_id,MP1,MP2
ENSMUSG00000065864,0,0
ENSMUSG00000090861,0,0
ENSMUSG00000093034,0,0
ENSMUSG00000088615,0,0
ENSMUSG00000064836,0,0
ENSMUSG00000040640,0,0
ENSMUSG00000021991,0,0
ENSMUSG00000088682,0,0
ENSMUSG00000045776,0,0
ENSMUSG00000075245,0,0
ENSMUSG00000093156,0,0
ENSMUSG00000087653,0,0
ENSMUSG00000081850,0,0
ENSMUSG00000021922,0,0
ENSMUSG00000006522,0,0
ENSMUSG00000006529,0,0
ENSMUSG00000087912,0,0
ENSMUSG00000091898,0,0
ENSMUSG00000021909,0,0
ENSMUSG00000089241,0,0
ENSMUSG00000093191,0,0
ENSMUSG00000046005,0,0
ENSMUSG00000088487,0,0
ENSMUSG00000021903,0,0
ENSMUSG00000021907,0,0
ENSMUSG00000091570,0,0
ENSMUSG00000090459,0,0
ENSMUSG00000072473,0,0
ENSMUSG00000090669,0,0
ENSMUSG00000041730,0,0
ENSMUSG00000041707,0,0
ENSMUSG00000078127,0,0
ENSMUSG00000050666,0,0
ENSMUSG00000041673,0,0
ENSMUSG00000077612,0,0
ENSMUSG00000063506,0,0
ENSMUSG00000087639,0,0
ENSMUSG00000067023,0,0
ENSMUSG00000021940,0,0
ENSMUSG00000064446,0,0
ENSMUSG00000072625,0,0
ENSMUSG00000041534,0,0
ENSMUSG00000044519,0,0
ENSMUSG00000072624,0,0
ENSMUSG00000047441,0,0
ENSMUSG00000088533,0,0
ENSMUSG00000048337,0,0
ENSMUSG00000071531,0,0
ENSMUSG00000041479,0,0
ENSMUSG00000043681,0,0
ENSMUSG00000090779,0,0
ENSMUSG00000021797,0,0
ENSMUSG00000021799,0,0
ENSMUSG00000065481,0,0
ENSMUSG00000089368,0,0
ENSMUSG00000041068,0,0
ENSMUSG00000072616,0,0
ENSMUSG00000049546,0,0
ENSMUSG00000088766,0,0
ENSMUSG00000064777,0,0
ENSMUSG00000065894,0,0
ENSMUSG00000021804,0,0
ENSMUSG00000041044,0,0
ENSMUSG00000043418,0,0
ENSMUSG00000077306,0,0
ENSMUSG00000077786,0,0
ENSMUSG00000041014,0,0
ENSMUSG00000089021,0,0
ENSMUSG00000077019,0,0
ENSMUSG00000088714,0,0
ENSMUSG00000092818,0,0
ENSMUSG00000075785,0,0
ENSMUSG00000021791,0,0
ENSMUSG00000021790,0,0
ENSMUSG00000037798,0,0
ENSMUSG00000021789,0,0
ENSMUSG00000037780,0,0
ENSMUSG00000021795,0,0
ENSMUSG00000092055,0,0
ENSMUSG00000091740,0,0
ENSMUSG00000075938,0,0
ENSMUSG00000091110,0,0
ENSMUSG00000091808,0,0
ENSMUSG00000090345,0,0
ENSMUSG00000091847,0,0
ENSMUSG00000091131,0,0
ENSMUSG00000092142,0,0
ENSMUSG00000091486,0,0
ENSMUSG00000091774,0,0
ENSMUSG00000091016,0,0
ENSMUSG00000090505,0,0
ENSMUSG00000079266,0,0
ENSMUSG00000090519,0,0
ENSMUSG00000090770,0,0
ENSMUSG00000072613,0,0
ENSMUSG00000092027,0,0
ENSMUSG00000090419,0,0
ENSMUSG00000079271,0,0
ENSMUSG00000052334,0,0
ENSMUSG00000052790,0,0
ENSMUSG00000090752,0,0
ENSMUSG00000079270,0,0
ENSMUSG00000091031,0,0
ENSMUSG00000090772,0,0
ENSMUSG00000091116,0,0
ENSMUSG00000072610,0,0
ENSMUSG00000090462,0,0
ENSMUSG00000091508,0,0
ENSMUSG00000091757,0,0
ENSMUSG00000090711,0,0
ENSMUSG00000090476,0,0
ENSMUSG00000091792,0,0
ENSMUSG00000079273,0,0
ENSMUSG00000091960,0,0
ENSMUSG00000092152,0,0
ENSMUSG00000080407,0,0
ENSMUSG00000080439,0,0
ENSMUSG00000072609,0,0
ENSMUSG00000091099,0,0
ENSMUSG00000090635,0,0
ENSMUSG00000090731,0,0
ENSMUSG00000092148,0,0
ENSMUSG00000091203,0,0
ENSMUSG00000090481,0,0
ENSMUSG00000090690,0,0
ENSMUSG00000091851,0,0
ENSMUSG00000091788,0,0
ENSMUSG00000090351,0,0
ENSMUSG00000091140,0,0
ENSMUSG00000080541,0,0
ENSMUSG00000080618,0,0
ENSMUSG00000072608,0,0
ENSMUSG00000072607,0,0
ENSMUSG00000090975,0,0
ENSMUSG00000091627,0,0
ENSMUSG00000090742,0,0
ENSMUSG00000091741,0,0
ENSMUSG00000090686,0,0
ENSMUSG00000090333,0,0
ENSMUSG00000072606,0,0
ENSMUSG00000079272,0,0
ENSMUSG00000090741,0,0
ENSMUSG00000090917,0,0
ENSMUSG00000091470,0,0
ENSMUSG00000091657,0,0
ENSMUSG00000091146,0,0
ENSMUSG00000079269,0,0
ENSMUSG00000091281,0,0
ENSMUSG00000090477,0,0
ENSMUSG00000090947,0,0
ENSMUSG00000091187,0,0
ENSMUSG00000091286,0,0
ENSMUSG00000072605,0,0
ENSMUSG00000090396,0,0
ENSMUSG00000091961,0,0
ENSMUSG00000091733,0,0
ENSMUSG00000091341,0,0
ENSMUSG00000090657,0,0
ENSMUSG00000090796,0,0
ENSMUSG00000090837,0,0
ENSMUSG00000090385,0,0
ENSMUSG00000090337,0,0
ENSMUSG00000090634,0,0
ENSMUSG00000091815,0,0
ENSMUSG00000090713,0,0
ENSMUSG00000090440,0,0
ENSMUSG00000091832,0,0
ENSMUSG00000091481,0,0
ENSMUSG00000072603,0,0
ENSMUSG00000090788,0,0
ENSMUSG00000091029,0,0
ENSMUSG00000091477,0,0
ENSMUSG00000090332,0,0
ENSMUSG00000090746,0,0
ENSMUSG00000090681,0,0
ENSMUSG00000072602,0,0
ENSMUSG00000090798,0,0
ENSMUSG00000090821,0,0
ENSMUSG00000072744,0,0
ENSMUSG00000091990,0,0
ENSMUSG00000091216,0,0
ENSMUSG00000091718,0,0
ENSMUSG00000091698,0,0
ENSMUSG00000091911,0,0
ENSMUSG00000091584,0,0
ENSMUSG00000072601,0,0
ENSMUSG00000089654,0,0
ENSMUSG00000089925,0,0
ENSMUSG00000072600,0,0
ENSMUSG00000089816,0,0
ENSMUSG00000090092,0,0
ENSMUSG00000090166,0,0
ENSMUSG00000090265,0,0
ENSMUSG00000053961,0,0
ENSMUSG00000089754,0,0
ENSMUSG00000090109,0,0
ENSMUSG00000072598,0,0
ENSMUSG00000090051,0,0
ENSMUSG00000092161,0,0
ENSMUSG00000090249,0,0
ENSMUSG00000091777,0,0
ENSMUSG00000072599,0,0
ENSMUSG00000090180,0,0
ENSMUSG00000090259,0,0
ENSMUSG00000072596,0,0
ENSMUSG00000090594,0,0
ENSMUSG00000091048,0,0
ENSMUSG00000072595,0,0
ENSMUSG00000091783,0,0
ENSMUSG00000091725,0,0
ENSMUSG00000091707,0,0
ENSMUSG00000079267,0,0
ENSMUSG00000090379,0,0
ENSMUSG00000092144,0,0
ENSMUSG00000090716,0,0
ENSMUSG00000091569,0,0
ENSMUSG00000091125,0,0
ENSMUSG00000072574,0,0
ENSMUSG00000072145,0,0
ENSMUSG00000091429,0,0
ENSMUSG00000091466,0,0
ENSMUSG00000092165,0,0
ENSMUSG00000091122,0,0
ENSMUSG00000091605,0,0
ENSMUSG00000090736,0,0
ENSMUSG00000079265,0,0
ENSMUSG00000090296,0,0
ENSMUSG00000091453,0,0
ENSMUSG00000091923,0,0
ENSMUSG00000091011,0,0
ENSMUSG00000090365,0,0
ENSMUSG00000071489,0,0
ENSMUSG00000085500,0,0
ENSMUSG00000075042,0,0
ENSMUSG00000090709,0,0
ENSMUSG00000037759,0,0
ENSMUSG00000082463,0,0
ENSMUSG00000080462,0,0
ENSMUSG00000088769,0,0
ENSMUSG00000092846,0,0
ENSMUSG00000093167,0,0
ENSMUSG00000086124,0,0
ENSMUSG00000082662,0,0
ENSMUSG00000085866,0,0
ENSMUSG00000084276,0,0
ENSMUSG00000081840,0,0
ENSMUSG00000079261,0,0
ENSMUSG00000086746,0,0
ENSMUSG00000086168,0,0
ENSMUSG00000085380,0,0
ENSMUSG00000085123,0,0
ENSMUSG00000089870,0,0
ENSMUSG00000072589,0,0
ENSMUSG00000084648,0,0
ENSMUSG00000072585,0,0
ENSMUSG00000063885,0,0
ENSMUSG00000080522,0,0
ENSMUSG00000087756,0,0
ENSMUSG00000021848,0,0
ENSMUSG00000093204,0,0
ENSMUSG00000093117,0,0
ENSMUSG00000087754,0,0
ENSMUSG00000021852,0,0
ENSMUSG00000079246,0,0
ENSMUSG00000089416,0,0
ENSMUSG00000089187,0,0
ENSMUSG00000082967,0,0
ENSMUSG00000088938,0,0
ENSMUSG00000048933,0,0
ENSMUSG00000090343,0,0
ENSMUSG00000091220,0,0
ENSMUSG00000068437,0,0
ENSMUSG00000060523,0,0
ENSMUSG00000059488,0,0
ENSMUSG00000050030,0,0
ENSMUSG00000049011,0,0
ENSMUSG00000050431,0,0
ENSMUSG00000048080,0,0
ENSMUSG00000091873,0,0
ENSMUSG00000090874,0,0
ENSMUSG00000045306,0,0
ENSMUSG00000046210,0,0
ENSMUSG00000051969,0,0
ENSMUSG00000047716,0,0
ENSMUSG00000049601,0,0
ENSMUSG00000057903,0,0
ENSMUSG00000068433,0,0
ENSMUSG00000060108,0,0
ENSMUSG00000068431,0,0
ENSMUSG00000062237,0,0
ENSMUSG00000053815,0,0
ENSMUSG00000050028,0,0
ENSMUSG00000058188,0,0
ENSMUSG00000057179,0,0
ENSMUSG00000060084,0,0
ENSMUSG00000064975,0,0
ENSMUSG00000059069,0,0
ENSMUSG00000090799,0,0
ENSMUSG00000091089,0,0
ENSMUSG00000088385,0,0
ENSMUSG00000021872,0,0
ENSMUSG00000052382,0,0
ENSMUSG00000059648,0,0
ENSMUSG00000068407,0,0
ENSMUSG00000035932,0,0
ENSMUSG00000072575,0,0
ENSMUSG00000059606,0,0
ENSMUSG00000047894,0,0
ENSMUSG00000050766,0,0
ENSMUSG00000047222,0,0
ENSMUSG00000091980,0,0
ENSMUSG00000090228,0,0
ENSMUSG00000068399,0,0
ENSMUSG00000089660,0,0
ENSMUSG00000000606,0,0
ENSMUSG00000089761,0,0
ENSMUSG00000070448,0,0
ENSMUSG00000079244,0,0
ENSMUSG00000089836,0,0
ENSMUSG00000091142,0,0
ENSMUSG00000091036,0,0
ENSMUSG00000090382,0,0
ENSMUSG00000091296,0,0
ENSMUSG00000090603,0,0
ENSMUSG00000090740,0,0
ENSMUSG00000068506,0,0
ENSMUSG00000092107,0,0
ENSMUSG00000091293,0,0
ENSMUSG00000091812,0,0
ENSMUSG00000062148,0,0
ENSMUSG00000008813,0,0
ENSMUSG00000068392,0,0
ENSMUSG00000044286,0,0
ENSMUSG00000065853,0,0
ENSMUSG00000088979,0,0
ENSMUSG00000064755,0,0
ENSMUSG00000068385,0,0
ENSMUSG00000063867,0,0
ENSMUSG00000063106,0,0
ENSMUSG00000076758,0,0
ENSMUSG00000035626,0,0
ENSMUSG00000057564,0,0
ENSMUSG00000059887,0,0
ENSMUSG00000076759,0,0
ENSMUSG00000076760,0,0
ENSMUSG00000076761,0,0
ENSMUSG00000076762,0,0
ENSMUSG00000076764,0,0
ENSMUSG00000082819,0,0
ENSMUSG00000076829,0,0
ENSMUSG00000076767,0,0
ENSMUSG00000076768,0,0
ENSMUSG00000076769,0,0
ENSMUSG00000076770,0,0
ENSMUSG00000076771,0,0
ENSMUSG00000076772,0,0
ENSMUSG00000076773,0,0
ENSMUSG00000076774,0,0
ENSMUSG00000076775,0,0
ENSMUSG00000076776,0,0
ENSMUSG00000076777,0,0
ENSMUSG00000076778,0,0
ENSMUSG00000076779,0,0
ENSMUSG00000076780,0,0
ENSMUSG00000076781,0,0
ENSMUSG00000076782,0,0
ENSMUSG00000076783,0,0
ENSMUSG00000076784,0,0
ENSMUSG00000090450,0,0
ENSMUSG00000076785,0,0
ENSMUSG00000076786,0,0
ENSMUSG00000076787,0,0
ENSMUSG00000076788,0,0
ENSMUSG00000076789,0,0
ENSMUSG00000090868,0,0
ENSMUSG00000076790,0,0
ENSMUSG00000076791,0,0
ENSMUSG00000076792,0,0
ENSMUSG00000076793,0,0
ENSMUSG00000076795,0,0
ENSMUSG00000076796,0,0
ENSMUSG00000076797,0,0
ENSMUSG00000076798,0,0
ENSMUSG00000076799,0,0
ENSMUSG00000092251,0,0
ENSMUSG00000079237,0,0
ENSMUSG00000076800,0,0
ENSMUSG00000076801,0,0
ENSMUSG00000076802,0,0
ENSMUSG00000079098,0,0
ENSMUSG00000076804,0,0
ENSMUSG00000076805,0,0
ENSMUSG00000076806,0,0
ENSMUSG00000076807,0,0
ENSMUSG00000071476,0,0
ENSMUSG00000076808,0,0
ENSMUSG00000076809,0,0
ENSMUSG00000091180,0,0
ENSMUSG00000076810,0,0
ENSMUSG00000076811,0,0
ENSMUSG00000076812,0,0
ENSMUSG00000076813,0,0
ENSMUSG00000076814,0,0
ENSMUSG00000076815,0,0
ENSMUSG00000076816,0,0
ENSMUSG00000076817,0,0
ENSMUSG00000076818,0,0
ENSMUSG00000076819,0,0
ENSMUSG00000076821,0,0
ENSMUSG00000076822,0,0
ENSMUSG00000076823,0,0
ENSMUSG00000076824,0,0
ENSMUSG00000076825,0,0
ENSMUSG00000076826,0,0
ENSMUSG00000076827,0,0
ENSMUSG00000076828,0,0
ENSMUSG00000076766,0,0
ENSMUSG00000076831,0,0
ENSMUSG00000076832,0,0
ENSMUSG00000076833,0,0
ENSMUSG00000076834,0,0
ENSMUSG00000076835,0,0
ENSMUSG00000076836,0,0
ENSMUSG00000076838,0,0
ENSMUSG00000076839,0,0
ENSMUSG00000076840,0,0
ENSMUSG00000076841,0,0
ENSMUSG00000076842,0,0
ENSMUSG00000076843,0,0
ENSMUSG00000076844,0,0
ENSMUSG00000076845,0,0
ENSMUSG00000076846,0,0
ENSMUSG00000076847,0,0
ENSMUSG00000076848,0,0
ENSMUSG00000076849,0,0
ENSMUSG00000076850,0,0
ENSMUSG00000076851,0,0
ENSMUSG00000076852,0,0
ENSMUSG00000076853,0,0
ENSMUSG00000076854,0,0
ENSMUSG00000082663,0,0
ENSMUSG00000085302,0,0
ENSMUSG00000076855,0,0
ENSMUSG00000076856,0,0
ENSMUSG00000076857,0,0
ENSMUSG00000076858,0,0
ENSMUSG00000087666,0,0
ENSMUSG00000076860,0,0
ENSMUSG00000076861,0,0
ENSMUSG00000076862,0,0
ENSMUSG00000086858,0,0
ENSMUSG00000076863,0,0
ENSMUSG00000076864,0,0
ENSMUSG00000076865,0,0
ENSMUSG00000076866,0,0
ENSMUSG00000076867,0,0
ENSMUSG00000076868,0,0
ENSMUSG00000089469,0,0
ENSMUSG00000076869,0,0
ENSMUSG00000076870,0,0
ENSMUSG00000076871,0,0
ENSMUSG00000076873,0,0
ENSMUSG00000090574,0,0
ENSMUSG00000076874,0,0
ENSMUSG00000076875,0,0
ENSMUSG00000076876,0,0
ENSMUSG00000076877,0,0
ENSMUSG00000091005,0,0
ENSMUSG00000091326,0,0
ENSMUSG00000076878,0,0
ENSMUSG00000076879,0,0
ENSMUSG00000076880,0,0
ENSMUSG00000076881,0,0
ENSMUSG00000076882,0,0
ENSMUSG00000076883,0,0
ENSMUSG00000076884,0,0
ENSMUSG00000076885,0,0
ENSMUSG00000076886,0,0
ENSMUSG00000076887,0,0
ENSMUSG00000076888,0,0
ENSMUSG00000076889,0,0
ENSMUSG00000076890,0,0
ENSMUSG00000076891,0,0
ENSMUSG00000076892,0,0
ENSMUSG00000076893,0,0
ENSMUSG00000090494,0,0
ENSMUSG00000076894,0,0
ENSMUSG00000076895,0,0
ENSMUSG00000076896,0,0
ENSMUSG00000076897,0,0
ENSMUSG00000076898,0,0
ENSMUSG00000076899,0,0
ENSMUSG00000076900,0,0
ENSMUSG00000076901,0,0
ENSMUSG00000076902,0,0
ENSMUSG00000076903,0,0
ENSMUSG00000076904,0,0
ENSMUSG00000076905,0,0
ENSMUSG00000076906,0,0
ENSMUSG00000076907,0,0
ENSMUSG00000076908,0,0
ENSMUSG00000076909,0,0
ENSMUSG00000076910,0,0
ENSMUSG00000076911,0,0
ENSMUSG00000076912,0,0
ENSMUSG00000076913,0,0
ENSMUSG00000076914,0,0
ENSMUSG00000076915,0,0
ENSMUSG00000076916,0,0
ENSMUSG00000076917,0,0
ENSMUSG00000076918,0,0
ENSMUSG00000076919,0,0
ENSMUSG00000076920,0,0
ENSMUSG00000076921,0,0
ENSMUSG00000076922,0,0
ENSMUSG00000076923,0,0
ENSMUSG00000076924,0,0
ENSMUSG00000076925,0,0
ENSMUSG00000076926,0,0
ENSMUSG00000076927,0,0
ENSMUSG00000048153,0,0
ENSMUSG00000079234,0,0
ENSMUSG00000076128,0,0
ENSMUSG00000072423,0,0
ENSMUSG00000092443,0,0
ENSMUSG00000091306,0,0
ENSMUSG00000052435,0,0
ENSMUSG00000071425,0,0
ENSMUSG00000092232,0,0
ENSMUSG00000040759,0,0
ENSMUSG00000040752,0,0
ENSMUSG00000065432,0,0
ENSMUSG00000077928,0,0
ENSMUSG00000090889,0,0
ENSMUSG00000077492,0,0
ENSMUSG00000022209,0,0
ENSMUSG00000022212,0,0
ENSMUSG00000040632,0,0
ENSMUSG00000053588,0,0
ENSMUSG00000022215,0,0
ENSMUSG00000088402,0,0
ENSMUSG00000090992,0,0
ENSMUSG00000040314,0,0
ENSMUSG00000022156,0,0
ENSMUSG00000059256,0,0
ENSMUSG00000040284,0,0
ENSMUSG00000015443,0,0
ENSMUSG00000015441,0,0
ENSMUSG00000077160,0,0
ENSMUSG00000088761,0,0
ENSMUSG00000089170,0,0
ENSMUSG00000090038,0,0
ENSMUSG00000077685,0,0
ENSMUSG00000088180,0,0
ENSMUSG00000048582,0,0
ENSMUSG00000040055,0,0
ENSMUSG00000081238,0,0
ENSMUSG00000086486,0,0
ENSMUSG00000091883,0,0
ENSMUSG00000064525,0,0
ENSMUSG00000092784,0,0
ENSMUSG00000091596,0,0
ENSMUSG00000091132,0,0
ENSMUSG00000077201,0,0
ENSMUSG00000021977,0,0
ENSMUSG00000090881,0,0
ENSMUSG00000089643,0,0
ENSMUSG00000086112,0,0
ENSMUSG00000072068,0,0
ENSMUSG00000076270,0,0
ENSMUSG00000021986,0,0
ENSMUSG00000084951,0,0
ENSMUSG00000035296,0,0
ENSMUSG00000089253,0,0
ENSMUSG00000058518,0,0
ENSMUSG00000092995,0,0
ENSMUSG00000093007,0,0
ENSMUSG00000080654,0,0
ENSMUSG00000048281,0,0
ENSMUSG00000021933,0,0
ENSMUSG00000064556,0,0
ENSMUSG00000077498,0,0
ENSMUSG00000089531,0,0
ENSMUSG00000085212,0,0
ENSMUSG00000090878,0,0
ENSMUSG00000084465,0,0
ENSMUSG00000075574,0,0
ENSMUSG00000075573,0,0
ENSMUSG00000075572,0,0
ENSMUSG00000075571,0,0
ENSMUSG00000054763,0,0
ENSMUSG00000064399,0,0
ENSMUSG00000021953,0,0
ENSMUSG00000090374,0,0
ENSMUSG00000087652,0,0
ENSMUSG00000076049,0,0
ENSMUSG00000063060,0,0
ENSMUSG00000021961,0,0
ENSMUSG00000046049,0,0
ENSMUSG00000034623,0,0
ENSMUSG00000052099,0,0
ENSMUSG00000091686,0,0
ENSMUSG00000021966,0,0
ENSMUSG00000091456,0,0
ENSMUSG00000065597,0,0
ENSMUSG00000092972,0,0
ENSMUSG00000092893,0,0
ENSMUSG00000045731,0,0
ENSMUSG00000034463,0,0
ENSMUSG00000022039,0,0
ENSMUSG00000068165,0,0
ENSMUSG00000022041,0,0
ENSMUSG00000085984,0,0
ENSMUSG00000088737,0,0
ENSMUSG00000045875,0,0
ENSMUSG00000057913,0,0
ENSMUSG00000075553,0,0
ENSMUSG00000044480,0,0
ENSMUSG00000065673,0,0
ENSMUSG00000022053,0,0
ENSMUSG00000080432,0,0
ENSMUSG00000077647,0,0
ENSMUSG00000087772,0,0
ENSMUSG00000014813,0,0
ENSMUSG00000091986,0,0
ENSMUSG00000092499,0,0
ENSMUSG00000044186,0,0
ENSMUSG00000022061,0,0
ENSMUSG00000022085,0,0
ENSMUSG00000033730,0,0
ENSMUSG00000088717,0,0
ENSMUSG00000077577,0,0
ENSMUSG00000065528,0,0
ENSMUSG00000022097,0,0
ENSMUSG00000033595,0,0
ENSMUSG00000022103,0,0
ENSMUSG00000064485,0,0
ENSMUSG00000090216,0,0
ENSMUSG00000090706,0,0
ENSMUSG00000076121,0,0
ENSMUSG00000064650,0,0
ENSMUSG00000089038,0,0
ENSMUSG00000034997,0,0
ENSMUSG00000021997,0,0
ENSMUSG00000089733,0,0
ENSMUSG00000090054,0,0
ENSMUSG00000091722,0,0
ENSMUSG00000034913,0,0
ENSMUSG00000022002,0,0
ENSMUSG00000064394,0,0
ENSMUSG00000089405,0,0
ENSMUSG00000085974,0,0
ENSMUSG00000067973,0,0
ENSMUSG00000084431,0,0
ENSMUSG00000075512,0,0
ENSMUSG00000092272,0,0
ENSMUSG00000045655,0,0
ENSMUSG00000087932,0,0
ENSMUSG00000080402,0,0
ENSMUSG00000022015,0,0
ENSMUSG00000092774,0,0
ENSMUSG00000084447,0,0
ENSMUSG00000071262,0,0
ENSMUSG00000092854,0,0
ENSMUSG00000076453,0,0
ENSMUSG00000036422,0,0
ENSMUSG00000075495,0,0
ENSMUSG00000075496,0,0
ENSMUSG00000089266,0,0
ENSMUSG00000088757,0,0
ENSMUSG00000088009,0,0
ENSMUSG00000064407,0,0
ENSMUSG00000087812,0,0
ENSMUSG00000088536,0,0
ENSMUSG00000089120,0,0
ENSMUSG00000088405,0,0
ENSMUSG00000077408,0,0
ENSMUSG00000077619,0,0
ENSMUSG00000088746,0,0
ENSMUSG00000077298,0,0
ENSMUSG00000055421,0,0
ENSMUSG00000065014,0,0
ENSMUSG00000088046,0,0
ENSMUSG00000089384,0,0
ENSMUSG00000034689,0,0
ENSMUSG00000022076,0,0
ENSMUSG00000083933,0,0
ENSMUSG00000065042,0,0
ENSMUSG00000064581,0,0
ENSMUSG00000089130,0,0
ENSMUSG00000088538,0,0
ENSMUSG00000089201,0,0
ENSMUSG00000089549,0,0
ENSMUSG00000086133,0,0
ENSMUSG00000089425,0,0
ENSMUSG00000065927,0,0
ENSMUSG00000084700,0,0
ENSMUSG00000064584,0,0
ENSMUSG00000087144,0,0
ENSMUSG00000084991,0,0
ENSMUSG00000077353,0,0
ENSMUSG00000089331,0,0
ENSMUSG00000092668,0,0
ENSMUSG00000088160,0,0
ENSMUSG00000042888,0,0
ENSMUSG00000089041,0,0
ENSMUSG00000077605,0,0
ENSMUSG00000088971,0,0
ENSMUSG00000048107,0,0
ENSMUSG00000090648,0,0
ENSMUSG00000092901,0,0
ENSMUSG00000091668,0,0
ENSMUSG00000093192,0,0
ENSMUSG00000089707,0,0
ENSMUSG00000077541,0,0
ENSMUSG00000077719,0,0
ENSMUSG00000077425,0,0
ENSMUSG00000064411,0,0
ENSMUSG00000064715,0,0
ENSMUSG00000086260,0,0
ENSMUSG00000022116,0,0
ENSMUSG00000092664,0,0
ENSMUSG00000071244,0,0
ENSMUSG00000090538,0,0
ENSMUSG00000022113,0,0
ENSMUSG00000065193,0,0
ENSMUSG00000071243,0,0
ENSMUSG00000089297,0,0
ENSMUSG00000091723,0,0
ENSMUSG00000077224,0,0
ENSMUSG00000092834,0,0
ENSMUSG00000089455,0,0
ENSMUSG00000058430,0,0
ENSMUSG00000075478,0,0
ENSMUSG00000089119,0,0
ENSMUSG00000093128,0,0
ENSMUSG00000065102,0,0
ENSMUSG00000064989,0,0
ENSMUSG00000065268,0,0
ENSMUSG00000084441,0,0
ENSMUSG00000045871,0,0
ENSMUSG00000060796,0,0
ENSMUSG00000093362,0,0
ENSMUSG00000088995,0,0
ENSMUSG00000058953,0,0
ENSMUSG00000086415,0,0
ENSMUSG00000088802,0,0
ENSMUSG00000065508,0,0
ENSMUSG00000065403,0,0
ENSMUSG00000065416,0,0
ENSMUSG00000065442,0,0
ENSMUSG00000076256,0,0
ENSMUSG00000076062,0,0
ENSMUSG00000022112,0,0
ENSMUSG00000058571,0,0
ENSMUSG00000092109,0,0
ENSMUSG00000088095,0,0
ENSMUSG00000091690,0,0
ENSMUSG00000064644,0,0
ENSMUSG00000088105,0,0
ENSMUSG00000077661,0,0
ENSMUSG00000087479,0,0
ENSMUSG00000053465,0,0
ENSMUSG00000044819,0,0
ENSMUSG00000086510,0,0
ENSMUSG00000090284,0,0
ENSMUSG00000084476,0,0
ENSMUSG00000093222,0,0
ENSMUSG00000064052,0,0
ENSMUSG00000041703,0,0
ENSMUSG00000085555,0,0
ENSMUSG00000061524,0,0
ENSMUSG00000075465,0,0
ENSMUSG00000000197,0,0
ENSMUSG00000032925,0,0
ENSMUSG00000082793,0,0
ENSMUSG00000077481,0,0
ENSMUSG00000082738,0,0
ENSMUSG00000090286,0,0
ENSMUSG00000080595,0,0
ENSMUSG00000087921,0,0
ENSMUSG00000086297,0,0
ENSMUSG00000049148,0,0
ENSMUSG00000022155,0,0
ENSMUSG00000079105,0,0
ENSMUSG00000065714,0,0
ENSMUSG00000080720,0,0
ENSMUSG00000087532,0,0
ENSMUSG00000084024,0,0
ENSMUSG00000077405,0,0
ENSMUSG00000089771,0,0
ENSMUSG00000079102,0,0
ENSMUSG00000088749,0,0
ENSMUSG00000089647,0,0
ENSMUSG00000089966,0,0
ENSMUSG00000090199,0,0
ENSMUSG00000022144,0,0
ENSMUSG00000064566,0,0
ENSMUSG00000078850,0,0
ENSMUSG00000048424,0,0
ENSMUSG00000088388,0,0
ENSMUSG00000072664,0,0
ENSMUSG00000049152,0,0
ENSMUSG00000072663,0,0
ENSMUSG00000088156,0,0
ENSMUSG00000089678,0,0
ENSMUSG00000022249,0,0
ENSMUSG00000091615,0,0
ENSMUSG00000052482,0,0
ENSMUSG00000092044,0,0
ENSMUSG00000058914,0,0
ENSMUSG00000022243,0,0
ENSMUSG00000060735,0,0
ENSMUSG00000047497,0,0
ENSMUSG00000089304,0,0
ENSMUSG00000022206,0,0
ENSMUSG00000088803,0,0
ENSMUSG00000089250,0,0
ENSMUSG00000093366,0,0
ENSMUSG00000093248,0,0
ENSMUSG00000089564,0,0
ENSMUSG00000039385,0,0
ENSMUSG00000092919,0,0
ENSMUSG00000080385,0,0
ENSMUSG00000088704,0,0
ENSMUSG00000025370,0,0
ENSMUSG00000080596,0,0
ENSMUSG00000088133,0,0
ENSMUSG00000088946,0,0
ENSMUSG00000084873,0,0
ENSMUSG00000022321,0,0
ENSMUSG00000089320,0,0
ENSMUSG00000089258,0,0
ENSMUSG00000040452,0,0
ENSMUSG00000064812,0,0
ENSMUSG00000021927,0,0
ENSMUSG00000091194,0,0
ENSMUSG00000077766,0,0
ENSMUSG00000087760,0,0
ENSMUSG00000064675,0,0
ENSMUSG00000090769,0,0
ENSMUSG00000051237,0,0
ENSMUSG00000056089,0,0
ENSMUSG00000022269,0,0
ENSMUSG00000043556,0,0
ENSMUSG00000088191,0,0
ENSMUSG00000092639,0,0
ENSMUSG00000088621,0,0
ENSMUSG00000089279,0,0
ENSMUSG00000088045,0,0
ENSMUSG00000092766,0,0
ENSMUSG00000065726,0,0
ENSMUSG00000022240,0,0
ENSMUSG00000087836,0,0
ENSMUSG00000087874,0,0
ENSMUSG00000088364,0,0
ENSMUSG00000077468,0,0
ENSMUSG00000055416,0,0
ENSMUSG00000068964,0,0
ENSMUSG00000045267,0,0
ENSMUSG00000058101,0,0
ENSMUSG00000088062,0,0
ENSMUSG00000038984,0,0
ENSMUSG00000084738,0,0
ENSMUSG00000065899,0,0
ENSMUSG00000050963,0,0
ENSMUSG00000076333,0,0
ENSMUSG00000077890,0,0
ENSMUSG00000088786,0,0
ENSMUSG00000092230,0,0
ENSMUSG00000064543,0,0
ENSMUSG00000088201,0,0
ENSMUSG00000013611,0,0
ENSMUSG00000093021,0,0
