NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_97	IL10RA	interleukin 10 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:5964]	4907	0.27523860335350037	0.4126166	No	
row_98	APOL6	apolipoprotein L6 [Source:HGNC Symbol;Acc:HGNC:14870]	5094	0.2572023570537567	0.40326536	No	
row_99	MARCHF1	membrane associated ring-CH-type finger 1 [Source:HGNC Symbol;Acc:HGNC:26077]	5146	0.2511250674724579	0.40241376	No	
row_100	GPR18	G protein-coupled receptor 18 [Source:HGNC Symbol;Acc:HGNC:4472]	5208	0.2448202520608902	0.4008685	No	
row_101	CASP1	caspase 1 [Source:HGNC Symbol;Acc:HGNC:1499]	5217	0.2434888780117035	0.40267017	No	
row_102	TRIM26	tripartite motif containing 26 [Source:HGNC Symbol;Acc:HGNC:12962]	5301	0.2354457676410675	0.3996415	No	
row_103	PSME2	proteasome activator subunit 2 [Source:HGNC Symbol;Acc:HGNC:9569]	5399	0.2238784283399582	0.39561576	No	
row_104	UBE2L6	ubiquitin conjugating enzyme E2 L6 [Source:HGNC Symbol;Acc:HGNC:12490]	5460	0.21795685589313507	0.39387918	No	
row_105	MYD88	MYD88 innate immune signal transduction adaptor [Source:HGNC Symbol;Acc:HGNC:7562]	5558	0.20479752123355865	0.3896725	No	
row_106	DDX60	DExD/H-box helicase 60 [Source:HGNC Symbol;Acc:HGNC:25942]	5605	0.1989675611257553	0.38864326	No	
row_107	RIGI	RNA sensor RIG-I [Source:HGNC Symbol;Acc:HGNC:19102]	5707	0.1878654807806015	0.38402247	No	
row_108	TRAFD1	TRAF-type zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24808]	5855	0.17148472368717194	0.37633055	No	
row_109	HLA-B	major histocompatibility complex, class I, B [Source:HGNC Symbol;Acc:HGNC:4932]	5894	0.1671307235956192	0.37550655	No	
row_110	SLAMF7	SLAM family member 7 [Source:HGNC Symbol;Acc:HGNC:21394]	5956	0.1606816202402115	0.3731635	No	
row_111	PTPN2	protein tyrosine phosphatase non-receptor type 2 [Source:HGNC Symbol;Acc:HGNC:9650]	6018	0.15265023708343506	0.3707443	No	
row_112	HERC6	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6 [Source:HGNC Symbol;Acc:HGNC:26072]	6048	0.1502157747745514	0.3703304	No	
row_113	DHX58	DExH-box helicase 58 [Source:HGNC Symbol;Acc:HGNC:29517]	6134	0.14242106676101685	0.36629292	No	
row_114	IRF2	interferon regulatory factor 2 [Source:HGNC Symbol;Acc:HGNC:6117]	6158	0.13991610705852509	0.36616167	No	
row_115	CMTR1	cap methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:21077]	6239	0.13497012853622437	0.3623705	No	
row_116	PELI1	pellino E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:8827]	6414	0.11688598245382309	0.3524494	No	
row_117	PSMB10	proteasome 20S subunit beta 10 [Source:HGNC Symbol;Acc:HGNC:9538]	6477	0.11106966435909271	0.3495725	No	
row_118	PNP	purine nucleoside phosphorylase [Source:HGNC Symbol;Acc:HGNC:7892]	6498	0.10907289385795593	0.349339	No	
row_119	IFITM2	interferon induced transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:5413]	6856	0.07466839253902435	0.3274177	No	
row_120	XCL1	X-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10645]	6883	0.07277552783489227	0.32645968	No	
row_121	SRI	sorcin [Source:HGNC Symbol;Acc:HGNC:11292]	6921	0.06943247467279434	0.32477272	No	
row_122	NFKBIA	NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]	6999	0.061916809529066086	0.32047898	No	
row_123	BST2	bone marrow stromal cell antigen 2 [Source:HGNC Symbol;Acc:HGNC:1119]	7052	0.05610897019505501	0.31771484	No	
row_124	BPGM	bisphosphoglycerate mutase [Source:HGNC Symbol;Acc:HGNC:1093]	7148	0.0473833791911602	0.31214234	No	
row_125	TAPBP	TAP binding protein [Source:HGNC Symbol;Acc:HGNC:11566]	7154	0.04701653867959976	0.3122712	No	
row_126	PDE4B	phosphodiesterase 4B [Source:HGNC Symbol;Acc:HGNC:8781]	7178	0.0437963530421257	0.31122857	No	
row_127	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:7434]	7361	0.02266072668135166	0.29990694	No	
row_128	TRIM25	tripartite motif containing 25 [Source:HGNC Symbol;Acc:HGNC:12932]	7399	0.018835969269275665	0.2977402	No	
row_129	CCL5	C-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10632]	7548	0.003410025266930461	0.2883912	No	
row_130	USP18	ubiquitin specific peptidase 18 [Source:HGNC Symbol;Acc:HGNC:12616]	8092	-0.01157081313431263	0.25408155	No	
row_131	CSF2RB	colony stimulating factor 2 receptor subunit beta [Source:HGNC Symbol;Acc:HGNC:2436]	8123	-0.014628457836806774	0.25231862	No	
row_132	RNF31	ring finger protein 31 [Source:HGNC Symbol;Acc:HGNC:16031]	8200	-0.022392626851797104	0.2477135	No	
row_133	IFI44	interferon induced protein 44 [Source:HGNC Symbol;Acc:HGNC:16938]	8323	-0.03450782969594002	0.24030744	No	
row_134	C1S	complement C1s [Source:HGNC Symbol;Acc:HGNC:1247]	8412	-0.04304953292012215	0.23513754	No	
row_135	CD69	CD69 molecule [Source:HGNC Symbol;Acc:HGNC:1694]	8533	-0.05418163910508156	0.22804481	No	
row_136	PSME1	proteasome activator subunit 1 [Source:HGNC Symbol;Acc:HGNC:9568]	8546	-0.05620085448026657	0.22781704	No	
row_137	ST3GAL5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:10872]	8731	-0.07369426637887955	0.21685253	No	
row_138	IRF9	interferon regulatory factor 9 [Source:HGNC Symbol;Acc:HGNC:6131]	8755	-0.07697848975658417	0.21612453	No	
row_139	VCAM1	vascular cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:12663]	8802	-0.08146890997886658	0.2139812	No	
row_140	STAT2	signal transducer and activator of transcription 2 [Source:HGNC Symbol;Acc:HGNC:11363]	9015	-0.1028776615858078	0.20151855	No	
row_141	IL15	interleukin 15 [Source:HGNC Symbol;Acc:HGNC:5977]	9030	-0.10423857718706131	0.20161952	No	
row_142	ADAR	adenosine deaminase RNA specific [Source:HGNC Symbol;Acc:HGNC:225]	9106	-0.11357256025075912	0.19794236	No	
row_143	NOD1	nucleotide binding oligomerization domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16390]	9394	-0.14483413100242615	0.18112348	No	
row_144	IL7	interleukin 7 [Source:HGNC Symbol;Acc:HGNC:6023]	9493	-0.15315672755241394	0.17636375	No	
row_145	CDKN1A	cyclin dependent kinase inhibitor 1A [Source:HGNC Symbol;Acc:HGNC:1784]	9962	-0.20165513455867767	0.14861053	No	
row_146	STAT4	signal transducer and activator of transcription 4 [Source:HGNC Symbol;Acc:HGNC:11365]	10036	-0.20998935401439667	0.14597437	No	
row_147	PTPN6	protein tyrosine phosphatase non-receptor type 6 [Source:HGNC Symbol;Acc:HGNC:9658]	10071	-0.2138158529996872	0.14584659	No	
row_148	PML	PML nuclear body scaffold [Source:HGNC Symbol;Acc:HGNC:9113]	10156	-0.22174832224845886	0.14262466	No	
row_149	OAS3	2'-5'-oligoadenylate synthetase 3 [Source:HGNC Symbol;Acc:HGNC:8088]	10315	-0.2386775016784668	0.13487259	No	
row_150	CXCL11	C-X-C motif chemokine ligand 11 [Source:HGNC Symbol;Acc:HGNC:10638]	10365	-0.2449471354484558	0.1340892	No	
row_151	CD40	CD40 molecule [Source:HGNC Symbol;Acc:HGNC:11919]	10596	-0.27105996012687683	0.122080274	No	
row_152	ITGB7	integrin subunit beta 7 [Source:HGNC Symbol;Acc:HGNC:6162]	10656	-0.2771608829498291	0.12096846	No	
row_153	AUTS2	activator of transcription and developmental regulator AUTS2 [Source:HGNC Symbol;Acc:HGNC:14262]	10687	-0.28093549609184265	0.12173066	No	
row_154	LY6E	lymphocyte antigen 6 family member E [Source:HGNC Symbol;Acc:HGNC:6727]	10730	-0.2852691113948822	0.12177332	No	
row_155	OGFR	opioid growth factor receptor [Source:HGNC Symbol;Acc:HGNC:15768]	10827	-0.29511353373527527	0.11848639	No	
row_156	LCP2	lymphocyte cytosolic protein 2 [Source:HGNC Symbol;Acc:HGNC:6529]	11219	-0.33238542079925537	0.096853584	No	
row_157	OASL	2'-5'-oligoadenylate synthetase like [Source:HGNC Symbol;Acc:HGNC:8090]	11495	-0.3574357032775879	0.082811244	No	
row_158	BTG1	BTG anti-proliferation factor 1 [Source:HGNC Symbol;Acc:HGNC:1130]	11619	-0.37524911761283875	0.078572705	No	
row_159	ISG20	interferon stimulated exonuclease gene 20 [Source:HGNC Symbol;Acc:HGNC:6130]	11767	-0.3885176181793213	0.07293867	No	
row_160	CD274	CD274 molecule [Source:HGNC Symbol;Acc:HGNC:17635]	11923	-0.403984934091568	0.066944204	No	
row_161	CASP4	caspase 4 [Source:HGNC Symbol;Acc:HGNC:1505]	12019	-0.4149585962295532	0.064857036	No	
row_162	IFITM3	interferon induced transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:5414]	12109	-0.4198150634765625	0.06319624	No	
row_163	TXNIP	thioredoxin interacting protein [Source:HGNC Symbol;Acc:HGNC:16952]	12249	-0.4358176290988922	0.058517814	No	
row_164	OAS2	2'-5'-oligoadenylate synthetase 2 [Source:HGNC Symbol;Acc:HGNC:8087]	12636	-0.4735659062862396	0.038540617	No	
row_165	ARL4A	ADP ribosylation factor like GTPase 4A [Source:HGNC Symbol;Acc:HGNC:695]	12745	-0.4848296344280243	0.03629193	No	
row_166	VAMP5	vesicle associated membrane protein 5 [Source:HGNC Symbol;Acc:HGNC:12646]	12803	-0.4914822578430176	0.03733908	No	
row_167	MX1	MX dynamin like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:7532]	12931	-0.5102490782737732	0.034127057	No	
row_168	SLC25A28	solute carrier family 25 member 28 [Source:HGNC Symbol;Acc:HGNC:23472]	12992	-0.5178510546684265	0.03523407	No	
row_169	TNFAIP2	TNF alpha induced protein 2 [Source:HGNC Symbol;Acc:HGNC:11895]	13040	-0.5238478183746338	0.037221987	No	
row_170	IRF5	interferon regulatory factor 5 [Source:HGNC Symbol;Acc:HGNC:6120]	13126	-0.5345319509506226	0.036902487	No	
row_171	SECTM1	secreted and transmembrane 1 [Source:HGNC Symbol;Acc:HGNC:10707]	13284	-0.5574685335159302	0.032236576	No	
row_172	RBCK1	RANBP2-type and C3HC4-type zinc finger containing 1 [Source:HGNC Symbol;Acc:HGNC:15864]	13419	-0.5793576836585999	0.029236129	No	
row_173	TOR1B	torsin family 1 member B [Source:HGNC Symbol;Acc:HGNC:11995]	13523	-0.5914110541343689	0.028314982	No	
row_174	SSPN	sarcospan [Source:HGNC Symbol;Acc:HGNC:11322]	13541	-0.5926322340965271	0.032856733	No	
row_175	IFI35	interferon induced protein 35 [Source:HGNC Symbol;Acc:HGNC:5399]	13666	-0.6093620657920837	0.03077466	No	
row_176	XAF1	XIAP associated factor 1 [Source:HGNC Symbol;Acc:HGNC:30932]	13753	-0.6218906044960022	0.031220108	No	
row_177	SELP	selectin P [Source:HGNC Symbol;Acc:HGNC:10721]	13900	-0.6435468196868896	0.028067652	No	
row_178	ISG15	ISG15 ubiquitin like modifier [Source:HGNC Symbol;Acc:HGNC:4053]	13928	-0.649103581905365	0.032510992	No	
row_179	IFIT3	interferon induced protein with tetratricopeptide repeats 3 [Source:HGNC Symbol;Acc:HGNC:5411]	13943	-0.6507461667060852	0.037793938	No	
row_180	BANK1	B cell scaffold protein with ankyrin repeats 1 [Source:HGNC Symbol;Acc:HGNC:18233]	14014	-0.6607956886291504	0.039622482	No	
row_181	LYSMD2	LysM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28571]	14024	-0.6626865863800049	0.045335587	No	
row_182	RTP4	receptor transporter protein 4 [Source:HGNC Symbol;Acc:HGNC:23992]	14093	-0.6721026301383972	0.047398116	No	
row_183	RSAD2	radical S-adenosyl methionine domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30908]	14109	-0.6735830903053284	0.05283422	No	
row_184	IFI30	IFI30 lysosomal thiol reductase [Source:HGNC Symbol;Acc:HGNC:5398]	14169	-0.6836417317390442	0.05557665	No	
row_185	IRF4	interferon regulatory factor 4 [Source:HGNC Symbol;Acc:HGNC:6119]	14713	-0.7872760891914368	0.028622229	No	
row_186	IRF7	interferon regulatory factor 7 [Source:HGNC Symbol;Acc:HGNC:6122]	14786	-0.8054189682006836	0.031695314	No	
row_187	VAMP8	vesicle associated membrane protein 8 [Source:HGNC Symbol;Acc:HGNC:12647]	14874	-0.8284634351730347	0.034036096	No	
row_188	KLRK1	killer cell lectin like receptor K1 [Source:HGNC Symbol;Acc:HGNC:18788]	15003	-0.8649314641952515	0.034123782	No	
row_189	MT2A	metallothionein 2A [Source:HGNC Symbol;Acc:HGNC:7406]	15041	-0.8763664364814758	0.04008815	No	
row_190	METTL7B	methyltransferase like 7B [Source:HGNC Symbol;Acc:HGNC:28276]	15179	-0.9136045575141907	0.040066868	No	
row_191	IFI27	interferon alpha inducible protein 27 [Source:HGNC Symbol;Acc:HGNC:5397]	15512	-1.0355403423309326	0.028841235	No	
